Job Title,Company Name,Location Name,Date,Job Skills,Link,Salary,Requirments
ERPNext Developer,DIRAC SYSTEMS,"Heliopolis, Cairo, Egypt ",2 days ago,Full timeExperienced · 3 - 10 Yrs of Exp · ERP · Computer Science · Engineering · Python · JavaScript · Jinja · CSS · HTML · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/1kR5rvxnlrBI-ERPNext-Developer-DIRAC-SYSTEMS-Cairo-Egypt?o=21&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Deep experience  of Python, Javascript,/ BSc. Degree in computer science or engineering./ Experience with previous projects of ERPNext which can be showcased in Interview./ Experience on Frappe framework./ Experience  of  Javascript, CSS, HTML and Jinja templates./ Familiarity with current ERPNext features and functionalities./ Quick and self learner."
Mid-Senior Level Back-End Software Developer (Remote),skora tech,"Doha, Qatar ",3 days ago,Full timeWork from homeExperienced · 2 - 5 Yrs of Exp · Python · Computer Science · MySQL · Software Development · Software Engineering · Docker · Java · AWS · Data Science · Information Technology (IT),https://wuzzuf.net/jobs/p/YRn93DcSmz8G-Mid-Senior-Level-Back-End-Software-Developer-Remote-skora-tech-Doha-Qatar?o=22&l=sp&t=sj&a=python|search-v3|hpb|spbg,Python / Microservices/ Docker/ Java (additional)/ Fast APIs/ Database (Mysql)/ AWS Lambda or Google App Engine
Senior Software Engineer (JavaEE /Python),FlairsTech,"Cairo, Egypt ",3 days ago,Full timeExperienced · 5 - 8 Yrs of Exp · Java · Python · AWS · DevOps · API · Computer Science · Docker · Information Technology (IT) · Linux · Software,https://wuzzuf.net/jobs/p/y8et7guP3E15-Senior-Software-Engineer-JavaEE-Python-FlairsTech-Cairo-Egypt?o=23&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Strong background in Java EE and the Spring Boot framework. Apache Maven experience is desirable./ Strong background Python and the PySpark framework/ Experience in DevOps, databases, API Integrations, algorithm development including support for Centos Redhat Linux distributions./ Advanced knowledge of Docker and Docker Compose. Kubernetes knowledge is an asset/ Working knowledge of the Hadoop stack/ Knowledge of a range of databases and file storage systems including Neo4J, PostgreSQL, HDFS./ Experience working with AWS cloud architectures and solutions/ Familiar with the software life-cycle, development tools, building process, version control, product verification/ Knowledge of networking concepts specifically related to L0-L2 is desirable/ Knowledge of Ciena and Blue Planet Software architectures is a nice-to-have/ Experience with applications involving mixed on-premise and cloud deployments"
Big Data Developer,Path-Solutions,"Maadi, Cairo, Egypt ",7 hours ago,Full timeExperienced · 5+ Yrs of Exp · Information Technology (IT) · Computer Science · Hadoop Ecosystem · Sqoop · Flume · Oozie · Spark · Python · Scala · UNIX,https://wuzzuf.net/jobs/p/nCt4aRjEndrx-Big-Data-Developer-Path-Solutions-Cairo-Egypt?o=24&l=sp&t=sj&a=python|search-v3|hpb|spbg,"B.Sc. in Computer Science or equivalent/ Minimum 5 years of experience in Big Data Technologies./ Familiar with the Hadoop Ecosystem, specifically Sqoop, Flume, Oozie/ Knowledgeable in Hadoop administration/ Experienced in working with Spark/ Experienced in Python statistical modeling techniques and Python libraries./ Programming using Python or Scala/ Experienced programming in Java and rest APIs/ Familiar with UNIX shell commands/ Familiar with Microsoft Azure and/or Hortonworks Data Platform/ Machine Learning Algorithms (a plus)/ Statistical expertise (statistical tests, t-test, F-test, Profiling techniques, etc.)/ Proficiency in English is a must"
Senior Software Engineer,dKilo,"Sheraton, Cairo, Egypt ",25 days ago,Full timeExperienced · 3+ Yrs of Exp · back-end · PHP · Laravel · Software Engineering · Laravel Framework · Framework · developer · Software Development · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/8UwNqvJtTjTb-Senior-Software-Engineer-dKilo-Cairo-Egypt?o=25&l=sp&t=sj&a=python|search-v3|hpb|spbg,3+ years of relevant work experience/ Knowledge of the Laravel framework and the Blade templating engine./ Hands on experience with programming languages like PHP and Python./ Proven work experience as a back-end developer
Full Stack Developer,Alternative Education,"Cairo, Egypt ",29 days ago,Full timeExperienced · 2 - 4 Yrs of Exp · Engineering · Development · Information Technology (IT) · React · Git · Software Development · Node.js · JavaScript · Computer Science · REST,https://wuzzuf.net/jobs/p/5c58J62BFwFA-Full-Stack-Developer-Alternative-Education-Cairo-Egypt?o=26&l=sp&t=sj&a=python|search-v3|hpb|spbg,"You should apply if:- You have experience building a full-stack app from the inception of its idea to production (ideal candidate).- You have experience with React, Next.js, in a production environment (ideally 2+ years experience).- You have strong experience with either Spring, Python or Node.js on the backend and have previously shipped high-quality production code (ideally 3+ years experience).- You like to take ownership of your projects and have a strong user-centric mindset.- You’re structured but also fast on your feet when changes happen.- You're eager to receive and give constant feedback to your co-workers.- You're passionate about education!- BS/MS degree in Computer Science, Engineering.- Familiar with modern web technologies, writing elegant and efficient code, and staying up to date with best practices.- Absolutely excellent understanding of the HTTP protocol and of how REST API's sit upon that.- Experience in Unit testing.- Have hands-on Git.- Experience developing user-friendly, responsive, and appealing websites following modern development standards and workflows.- Familiarity with agile development methodologies.- Positive attitude and a high degree of professionalism and integrity- Strong written and verbal communication and collaboration skills- Demonstrated accountability and reliability in the quality and timeliness of work."
Mid-Level Developer / REST API / Microservices - UK Team - (Alexandria),Procrew,"San Stefano, Alexandria, Egypt ",1 month ago,Full timeExperienced · 3+ Yrs of Exp · MySQL · javaScript · Software Development · Programming · Git · Information Technology (IT) · Front-End · Full-Stack · Back-End · Computer Science,https://wuzzuf.net/jobs/p/B9Noe87tQbXD-Mid-Level-Developer-REST-API-Microservices---UK-Team---Alexandria-Procrew-Alexandria-Egypt?o=27&l=sp&t=sj&a=python|search-v3|hpb|spbg,3 years+ demonstrable Python/Flask and MySQL experience./ Experience building microservices and REST API’s/ Experience with event based microservice communication patterns / Docker/ A working understanding of version control systems (e.g. Git)./ Job Type: Full-time
Odoo Developer,Confidential -,"Nasr City, Cairo, Egypt ",1 month ago,Full timeExperienced · 2 - 5 Yrs of Exp · Python · Odoo · Software Development · Web Development · javaScript · JQuery · CSS · HTML · XML · PostgreSQL,https://wuzzuf.net/jobs/p/hCtKqkycqnZ0-Odoo-Developer-Cairo-Egypt?o=28&l=sp&t=sj&a=python|search-v3|hpb|spbg,"2 - 5 years of experience as odoo developer./ Excellent programming logic and skills./ Python, PostgreSQL, XML, HTML, CSS, JQuery and JavaScript./ Excellent knowledge of relational database, SQL and ORM./ Very Good knowledge of Linux Debian and Ubuntu./ Fast solo learner./ Well organized and detail oriented."
DevOps Engineer,Confidential -,"Cairo, Egypt ",1 month ago,Full timeExperienced · 2 - 9 Yrs of Exp · Git · Python · Ruby · Scripting · SQL · DevOps · Software Development · Software · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/R25kqJhIDXTV-DevOps-Engineer-Cairo-Egypt?o=29&l=sp&t=sj&a=python|search-v3|hpb|spbg,"BSc in Computer Science, Engineering or relevant field./ Understanding the DevOps tools & technologies./ Experience as a DevOps Engineer or similar software engineering role./ Knowledge of Scripting languages./ Proficient with git and git workflows./ Good knowledge of Ruby / Python /Java./ Working knowledge of databases and SQL./ Problem-solving attitude./ Collaborative team spirit."
Odoo Developer,Pan Marine Group,"Alexandria, Egypt ",1 month ago,Full timeExperienced · 2 - 4 Yrs of Exp · Software · Software Engineering · Software Development · Information Technology (IT) · Computer Science · SQL · Python · javaScript · OOD · OOP,https://wuzzuf.net/jobs/p/cvVaDAHQodFk-Odoo-Developer-Pan-Marine-Group-Alexandria-Egypt?o=30&l=sp&t=sj&a=python|search-v3|hpb|spbg,"A Bachelor's degree in Computer Engineering or equivalent/ Experience in python,XML,odoo/ Quick learner/ Solid understanding of software development principles/ Self-motivated, eager and Good analytical and problem-solving skills/ Excellent teamwork and collaboration skills/ Excellent problem solving and analytical skills/ Proven ability to design and develop complex applications/ Strong understanding of object-oriented programming/ Excellent Knowledge of SQL (preferable Pgsql)/ Ability to work with rudimentary requirements and specification/ Intermediate level of English/ Demonstrable ability to discover and fix errors in code"
Mid-Senior Level Front-End Software Developer (Remote),skora tech,"Doha, Qatar ",3 days ago,Full timeWork from homeExperienced · 2 - 5 Yrs of Exp · Software · Software Development · Android · Computer Science · Data Science · developer · Information Technology (IT) · JavaScript · Python · Visualization,https://wuzzuf.net/jobs/p/nJdH5LxZg7zh-Mid-Senior-Level-Front-End-Software-Developer-Remote-skora-tech-Doha-Qatar?o=31&l=sp&t=sj&a=python|search-v3|hpb|spbg,"ReactJs/ Javascript/ Html,Css/ Redux, Mobx/ ReactNative (additional)/ Android studio, Xcode/ Plus: AI & data-driven technical know-how with python, data science, machine learning, deep learning, datasets and data visualization etc."
Devops Engineer,Confidential -,"New Cairo, Cairo, Egypt ",2 days ago,Full timeExperienced · 5+ Yrs of Exp · DevOps · Computer Science · Software Development · Docker · Kubernetes · Information Technology (IT) · Software Engineering · SQL · Git · Linux,https://wuzzuf.net/jobs/p/khDzgCov60Yl-Devops-Engineer-Cairo-Egypt?o=32&l=sp&t=sj&a=python|search-v3|hpb|spbg,"Bachelor’s degree in Software Engineering, Computer Science, or equivalent./ 5+ years of industry experience in cloud DevOps./ Proficient command of English./ Proficiency in writing scripts using Go, Python, Gradle, Groovy, or Bash./ Proficiency in Windows and Linux systems in AWS and Azure cloud services./ Proficiency in containerization with Docker and Kubernetes./ Proficiency in AWS cloud services./ Proficiency in Docker containers, and orchestration platforms./ Proficiency in source control tools such as GIT. Bitbucket experience is an asset./ Additional knowledge of asynchronous communication systems is an asset."
Junior/Mid/Senior IT Infrastructure Developer,Quality unit,"New Cairo, Cairo, Egypt ",2 days ago,Full timeWork from homeEntry Level · 0 - 3 Yrs of Exp · PHP · Software Development · Software Engineering · Git · Github · Development · Computer Science · Programming · English · Information Technology (IT),https://wuzzuf.net/jobs/p/KlL63mcnUJLx-JuniorMidSenior-IT-Infrastructure-Developer-Quality-unit-Cairo-Egypt?o=33&l=sp&t=sj&a=python|search-v3|hpb|spbg,"The ability to speak and write in English on Intermediate (B1) level if fluent in Slovak, Upper Intermediate (B2) otherwise/ The ability to learn, acquire and use new knowledge and skills/ The ability to build in-depth (expert) knowledge of existing operations and system/ The ability to conduct root-cause analysis and propose solutions/ The ability to informally prove the correctness of the proposed solutions/ The ability to perform computer programming (e.g., write Python/shell scripts) and use standard development processes/ Basic knowledge of clustering and high-availability techniques at multiple levels of the OSI model"
